Species,Name,Family,Habitat,Length (cm),Trophic Level,Status,Lake
Otopharynx mumboensis,,Cichlidae,benthopelagic,11.6 SL,3.4,endemic,Malawi
Otopharynx ovatus,,Cichlidae,demersal,20.0 TL,4,endemic,Malawi
Otopharynx pachycheilus,,Cichlidae,demersal,16.5 SL,3.5,endemic,Malawi
Otopharynx panniculus,,Cichlidae,benthopelagic,7.3 SL,3.3,endemic,Malawi
Otopharynx peridodeka,,Cichlidae,benthopelagic,9.2 SL,3.3,endemic,Malawi
Otopharynx selenurus,,Cichlidae,demersal,17.5 TL,2.8,endemic,Malawi
Otopharynx speciosus,,Cichlidae,demersal,25.2 TL,4.2,endemic,Malawi
Otopharynx spelaeotes,,Cichlidae,demersal,11.7 SL,3.4,endemic,Malawi
Otopharynx styrax,,Cichlidae,benthopelagic,11.7 SL,3.4,endemic,Malawi
Otopharynx tetraspilus,,Cichlidae,demersal,15.6 TL,2.7,endemic,Malawi
Otopharynx tetrastigma,,Cichlidae,demersal,16.0 TL,3.4,native,Malawi
Pallidochromis tokolosh,,Cichlidae,demersal,28.0 SL,3.5,endemic,Malawi
Petrotilapia chrysos,,Cichlidae,benthopelagic,13.1 SL,3.4,native,Malawi
Petrotilapia flaviventris,,Cichlidae,pelagic,11.1 SL,3.3,endemic,Malawi
Petrotilapia genalutea,,Cichlidae,demersal,13.1 SL,2,endemic,Malawi
Petrotilapia microgalana,,Cichlidae,benthopelagic,11.4 SL,3.3,endemic,Malawi
Petrotilapia mumboensis,,Cichlidae,pelagic,12.7 SL,3.4,endemic,Malawi
Petrotilapia nigra,,Cichlidae,demersal,12.2 SL,3.4,endemic,Malawi
Petrotilapia palingnathos,,Cichlidae,pelagic,11.8 SL,3.4,endemic,Malawi
Petrotilapia pyroscelos,,Cichlidae,pelagic,10.7 SL,3.3,endemic,Malawi
Petrotilapia tridentiger,,Cichlidae,demersal,17.0 TL,3.4,endemic,Malawi
Petrotilapia xanthos,,Cichlidae,pelagic,13.0 SL,3.4,endemic,Malawi
Placidochromis acuticeps,,Cichlidae,benthopelagic,10.3 SL,3.3,endemic,Malawi
Placidochromis acutirostris,,Cichlidae,benthopelagic,11.4 SL,3.3,endemic,Malawi
Placidochromis argyrogaster,,Cichlidae,benthopelagic,11.4 SL,3.3,endemic,Malawi
Placidochromis boops,,Cichlidae,benthopelagic,11.2 SL,3.3,endemic,Malawi
Placidochromis borealis,,Cichlidae,benthopelagic,6.5 SL,3.2,endemic,Malawi
Placidochromis chilolae,,Cichlidae,benthopelagic,7.4 SL,3.3,endemic,Malawi
Placidochromis communis,,Cichlidae,benthopelagic,7.7 SL,3.3,endemic,Malawi
Placidochromis domirae,,Cichlidae,benthopelagic,9.3 SL,3.3,endemic,Malawi
Placidochromis ecclesi,,Cichlidae,benthopelagic,6.3 SL,3.2,endemic,Malawi
Placidochromis electra,Deep-water hap,Cichlidae,demersal,12.0 SL,2.8,endemic,Malawi
Placidochromis elongatus,,Cichlidae,benthopelagic,7.5 SL,3.3,endemic,Malawi
Placidochromis fuscus,,Cichlidae,benthopelagic,7.9 SL,3.3,endemic,Malawi
Placidochromis hennydaviesae,,Cichlidae,demersal,10.0 TL,3.3,endemic,Malawi
Placidochromis intermedius,,Cichlidae,benthopelagic,6.9 SL,3.2,endemic,Malawi
Placidochromis johnstoni,,Cichlidae,demersal,20.0 TL,3.5,native,Malawi
Placidochromis koningsi,,Cichlidae,benthopelagic,6.7 SL,3.2,endemic,Malawi
Placidochromis lineatus,,Cichlidae,benthopelagic,9.1 SL,3.3,endemic,Malawi
Placidochromis longimanus,,Cichlidae,demersal,14.5 TL,2,native,Malawi
Placidochromis longirostris,,Cichlidae,benthopelagic,12.8 SL,3.3,endemic,Malawi
Placidochromis longus,,Cichlidae,benthopelagic,4.9 SL,3.2,endemic,Malawi
Placidochromis lukomae,,Cichlidae,benthopelagic,7.3 SL,3.3,endemic,Malawi
Placidochromis macroceps,,Cichlidae,benthopelagic,5.3 SL,3.2,endemic,Malawi
Placidochromis macrognathus,,Cichlidae,benthopelagic,12.7 SL,3.3,endemic,Malawi
Placidochromis mbunoides,,Cichlidae,benthopelagic,7.3 SL,3.3,endemic,Malawi
Placidochromis milomo,Super VC-10 hap,Cichlidae,demersal,18.7 SL,3.3,endemic,Malawi
Placidochromis minor,,Cichlidae,benthopelagic,4.9 SL,3.2,endemic,Malawi
Placidochromis minutus,,Cichlidae,benthopelagic,6.1 SL,3.2,endemic,Malawi
Placidochromis msakae,,Cichlidae,benthopelagic,7.9 SL,3.3,endemic,Malawi
Placidochromis nigribarbis,,Cichlidae,benthopelagic,6.4 SL,3.2,endemic,Malawi
Placidochromis nkhatae,,Cichlidae,benthopelagic,9.8 SL,3.3,endemic,Malawi
Placidochromis nkhotakotae,,Cichlidae,benthopelagic,6.5 SL,3.2,endemic,Malawi
Placidochromis obscurus,,Cichlidae,benthopelagic,6.2 SL,3.2,endemic,Malawi
Placidochromis ordinarius,,Cichlidae,benthopelagic,6.7 SL,3.2,endemic,Malawi
Placidochromis orthognathus,,Cichlidae,benthopelagic,10.3 SL,3.3,endemic,Malawi
Placidochromis pallidus,,Cichlidae,benthopelagic,7.8 SL,3.3,endemic,Malawi
Placidochromis phenochilus,,Cichlidae,benthopelagic,15.7 TL,3.3,endemic,Malawi
Placidochromis platyrhynchos,,Cichlidae,benthopelagic,10.0 SL,3.3,native,Malawi
Placidochromis polli,,Cichlidae,demersal,14.9 SL,3.4,endemic,Malawi
Placidochromis rotundifrons,,Cichlidae,benthopelagic,6.4 SL,3.2,endemic,Malawi
Placidochromis subocularis,,Cichlidae,demersal,16.2 TL,3.4,endemic,Malawi
Placidochromis trewavasae,,Cichlidae,benthopelagic,6.5 SL,3.2,endemic,Malawi
Placidochromis turneri,,Cichlidae,benthopelagic,8.6 SL,3.3,endemic,Malawi
Placidochromis vulgaris,,Cichlidae,benthopelagic,9.6 SL,3.3,endemic,Malawi
Protomelas annectens,,Cichlidae,benthopelagic,20.0 TL,3.3,endemic,Malawi
Protomelas dejunctus,,Cichlidae,benthopelagic,13.8 SL,2.7,native,Malawi
Protomelas fenestratus,Fenestratus,Cichlidae,benthopelagic,14.0 TL,3.2,endemic,Malawi
Protomelas insignis,One-and-a-half-stripe hap,Cichlidae,benthopelagic,20.3 TL,2.5,endemic,Malawi
Protomelas kirkii,,Cichlidae,benthopelagic,18.0 TL,3.4,native,Malawi
Protomelas krampus,,Cichlidae,benthopelagic,18.1 SL,3.3,native,Malawi
Protomelas labridens,,Cichlidae,benthopelagic,18.0 TL,3.4,endemic,Malawi
Protomelas macrodon,,Cichlidae,benthopelagic,8.8 SL,3.2,endemic,Malawi
Protomelas marginatus,,Cichlidae,benthopelagic,16.6 TL,2,endemic,Malawi
Protomelas pleurotaenia,,Cichlidae,benthopelagic,14.1 TL,3.5,endemic,Malawi
Protomelas similis,,Cichlidae,benthopelagic,18.0 TL,2,endemic,Malawi
Protomelas spilonotus,,Cichlidae,benthopelagic,16.7 TL,3.4,endemic,Malawi
Protomelas spilopterus,,Cichlidae,benthopelagic,24.0 TL,3.3,endemic,Malawi
Protomelas taeniolatus,Spindle hap,Cichlidae,benthopelagic,11.3 TL,3.2,endemic,Malawi
Protomelas triaenodon,,Cichlidae,benthopelagic,15.4 TL,3.3,endemic,Malawi
Protomelas virgatus,,Cichlidae,benthopelagic,14.0 SL,3.3,endemic,Malawi
Pseudocrenilabrus philander,Southern mouthbrooder,Cichlidae,benthopelagic,13.0 TL,3.7,native,Malawi
Pseudotropheus benetos,,Cichlidae,benthopelagic,9.1 SL,4.2,endemic,Malawi
Pseudotropheus brevis,,Cichlidae,demersal,12.0 SL,2.8,endemic,Malawi
Pseudotropheus crabro,,Cichlidae,demersal,9.4 SL,3.8,endemic,Malawi
Pseudotropheus cyaneorhabdos,,Cichlidae,benthopelagic,7.5 SL,3.5,native,Malawi
Pseudotropheus elegans,,Cichlidae,demersal,13.2 SL,4,endemic,Malawi
Pseudotropheus fuscoides,,Cichlidae,demersal,12.0 TL,3.5,endemic,Malawi
Pseudotropheus fuscus,,Cichlidae,demersal,11.0 TL,2,endemic,Malawi
Pseudotropheus galanos,,Cichlidae,benthopelagic,8.8 SL,3.4,native,Malawi
Pseudotropheus interruptus,,Cichlidae,benthopelagic,9.8 TL,3.4,endemic,Malawi
Pseudotropheus johannii,Bluegray mbuna,Cichlidae,benthopelagic,10.0 TL,2,endemic,Malawi
Pseudotropheus livingstonii,,Cichlidae,demersal,15.0 TL,3.7,endemic,Malawi
Pseudotropheus perileucos,,Cichlidae,benthopelagic,8.0 SL,2,endemic,Malawi
Pseudotropheus perspicax,,Cichlidae,demersal,8.1 TL,3.3,endemic,Malawi
Pseudotropheus purpuratus,,Cichlidae,demersal,10.0 SL,3.4,endemic,Malawi
Pseudotropheus tursiops,,Cichlidae,demersal,9.4 SL,2,endemic,Malawi
Pseudotropheus williamsi,Red top williamsi,Cichlidae,benthopelagic,16.5 TL,3.4,endemic,Malawi
Rhamphochromis esox,,Cichlidae,demersal,42.0 SL,4.2,endemic,Malawi
Rhamphochromis ferox,,Cichlidae,demersal,45.0 TL,4.2,endemic,Malawi
Rhamphochromis longiceps,Tigerfish,Cichlidae,pelagic,28.0 TL,3.8,native,Malawi
Rhamphochromis lucius,,Cichlidae,demersal,40.0 TL,4.2,endemic,Malawi
Rhamphochromis macrophthalmus,,Cichlidae,demersal,29.8 SL,4.2,endemic,Malawi
Rhamphochromis woodi,,Cichlidae,demersal,42.0 TL,3.8,endemic,Malawi
Sciaenochromis ahli,Electric blue hap,Cichlidae,demersal,20.0 TL,4.2,endemic,Malawi
Sciaenochromis benthicola,,Cichlidae,demersal,14.0 SL,4.1,endemic,Malawi
Sciaenochromis fryeri,,Cichlidae,demersal,11.5 SL,4.2,endemic,Malawi
Sciaenochromis psammophilus,Electric blue kande,Cichlidae,demersal,11.6 SL,3.8,native,Malawi
Serranochromis robustus,Yellow-belly bream,Cichlidae,demersal,56.0 TL,4.1,endemic,Malawi
Stigmatochromis macrorhynchos,,Cichlidae,benthopelagic,12.8 SL,4,endemic,Malawi
Stigmatochromis melanchros,,Cichlidae,benthopelagic,16.1 SL,4.1,endemic,Malawi
Stigmatochromis modestus,,Cichlidae,demersal,25.0 TL,4.2,endemic,Malawi
Stigmatochromis pholidophorus,Candle hap,Cichlidae,demersal,10.8 TL,3.5,endemic,Malawi
Stigmatochromis pleurospilus,,Cichlidae,demersal,9.0 SL,3.8,endemic,Malawi
Stigmatochromis woodi,,Cichlidae,demersal,25.0 TL,4.2,endemic,Malawi
Taeniochromis holotaenia,,Cichlidae,demersal,22.0 TL,3.8,endemic,Malawi
Taeniolethrinops cyrtonotus,,Cichlidae,demersal,11.2 TL,3,endemic,Malawi
Taeniolethrinops furcicauda,,Cichlidae,demersal,21.0 TL,2.8,endemic,Malawi
Taeniolethrinops laticeps,,Cichlidae,demersal,30.0 TL,3,endemic,Malawi
Taeniolethrinops praeorbitalis,,Cichlidae,demersal,30.0 TL,3.2,endemic,Malawi
Tilapia sparrmanii,Banded tilapia,Cichlidae,benthopelagic,23.5 TL,2.7,native,Malawi
Tramitichromis brevis,,Cichlidae,demersal,16.3 TL,3.2,endemic,Malawi
Tramitichromis intermedius,,Cichlidae,demersal,16.0 TL,3.3,endemic,Malawi
Tramitichromis lituris,,Cichlidae,demersal,16.8 TL,3.3,endemic,Malawi
Tramitichromis trilineatus,,Cichlidae,demersal,14.0 TL,3.5,endemic,Malawi
Tramitichromis variabilis,,Cichlidae,demersal,17.3 TL,3.2,endemic,Malawi
Trematocranus labifer,,Cichlidae,demersal,22.4 TL,3.1,endemic,Malawi
Trematocranus microstoma,Haplochromis placodon pointed head,Cichlidae,demersal,23.2 TL,3.4,endemic,Malawi
Trematocranus pachychilus,,Cichlidae,benthopelagic,15.5 SL,3.3,endemic,Malawi
Trematocranus placodon,,Cichlidae,demersal,25.0 TL,3.4,native,Malawi
Tropheops biriwira,,Cichlidae,benthopelagic,6.9 SL,2.3,endemic,Malawi
Tropheops gracilior,,Cichlidae,demersal,11.2 TL,2.1,endemic,Malawi
Tropheops kamtambo,,Cichlidae,benthopelagic,9.3 SL,2.1,endemic,Malawi
Tropheops kumwera,,Cichlidae,benthopelagic,7.1 SL,2.2,endemic,Malawi
Tropheops lucerna,,Cichlidae,demersal,13.5 TL,2,endemic,Malawi
Tropheops macrophthalmus,,Cichlidae,demersal,11.5 TL,2.1,endemic,Malawi
Tropheops microstoma,,Cichlidae,demersal,9.8 SL,2.8,endemic,Malawi
Tropheops modestus,,Cichlidae,demersal,6.4 SL,2.3,endemic,Malawi
Tropheops novemfasciatus,,Cichlidae,demersal,9.0 SL,2,endemic,Malawi
Tropheops romandi,,Cichlidae,demersal,6.3 SL,2.3,endemic,Malawi
Tropheops tropheops,,Cichlidae,demersal,14.0 TL,2,endemic,Malawi
Tylochromis polylepis,,Cichlidae,demersal,43.5 NG,3,questionable,Malawi
Tyrannochromis macrostoma,,Cichlidae,demersal,30.0 TL,4.2,endemic,Malawi
Tyrannochromis maculiceps,,Cichlidae,demersal,29.5 TL,4.2,endemic,Malawi
Tyrannochromis nigriventer,,Cichlidae,demersal,17.0 SL,4.2,endemic,Malawi
Tyrannochromis polyodon,,Cichlidae,demersal,18.6 SL,4.1,endemic,Malawi
Bathyclarias atribranchus,,Clariidae,demersal,60.0 TL,3.1,endemic,Malawi
Bathyclarias euryodon,,Clariidae,demersal,105.0 TL,3.9,endemic,Malawi
Bathyclarias filicibarbis,,Clariidae,demersal,79.2 TL,4.1,endemic,Malawi
Bathyclarias foveolatus,,Clariidae,demersal,75.0 SL,3.8,endemic,Malawi
Bathyclarias longibarbis,,Clariidae,demersal,76.0 TL,3.8,endemic,Malawi
Bathyclarias nyasensis,,Clariidae,benthopelagic,100.0 SL,3.7,endemic,Malawi
Bathyclarias rotundifrons,,Clariidae,demersal,68.1 TL,3.8,endemic,Malawi
Bathyclarias worthingtoni,,Clariidae,demersal,80.0 SL,4,endemic,Malawi
Clarias gariepinus,North African catfish,Clariidae,benthopelagic,170.0 TL,3.8,native,Malawi
Clarias liocephalus,Smoothhead catfish,Clariidae,demersal,32.0 TL,3.3,native,Malawi
Clarias ngamensis,Blunt-toothed African catfish,Clariidae,demersal,73.0 TL,4.3,native,Malawi
Clarias theodorae,Snake catfish,Clariidae,demersal,35.0 SL,3.5,native,Malawi
Heterobranchus longifilis,Sampa,Clariidae,demersal,150.0 SL,3.7,native,Malawi
Enteromius arcislongae,,Cyprinidae,benthopelagic,6.4 SL,3,endemic,Malawi
Enteromius atkinsoni,Dash-dot barb,Cyprinidae,benthopelagic,3.2 SL,3,native,Malawi
Enteromius eutaenia,Orangefin barb,Cyprinidae,benthopelagic,14.0 SL,3.2,questionable,Malawi
Enteromius innocens,Inconspicious barb,Cyprinidae,benthopelagic,8.0 TL,2.4,native,Malawi
Enteromius litamba,,Cyprinidae,benthopelagic,35.0 SL,4,endemic,Malawi
Enteromius macrotaenia,Broadband barb,Cyprinidae,benthopelagic,4.0 SL,3,native,Malawi
Enteromius oligogrammus,,Cyprinidae,benthopelagic,8.2 TL,3,native,Malawi
Enteromius paludinosus,Straightfin barb,Cyprinidae,benthopelagic,15.0 SL,2.9,native,Malawi
Enteromius radiatus,Redeye barb,Cyprinidae,benthopelagic,12.0 SL,2.8,native,Malawi
Enteromius seymouri,,Cyprinidae,benthopelagic,10.8 SL,3,endemic,Malawi
Enteromius trimaculatus,Threespot barb,Cyprinidae,benthopelagic,15.0 SL,3.2,native,Malawi
Labeo altivelis,Rednose labeo,Cyprinidae,benthopelagic,49.0 TL,2,native,Malawi
Labeo cylindricus,Redeye labeo,Cyprinidae,benthopelagic,25.0 SL,2,native,Malawi
Labeo mesops,Tana labeo,Cyprinidae,benthopelagic,39.0 TL,2,native,Malawi
Labeo worthingtoni,,Cyprinidae,benthopelagic,26.0 TL,2.3,endemic,Malawi
Labeobarbus johnstonii,,Cyprinidae,benthopelagic,50.0 SL,2,native,Malawi
Labeobarbus latirostris,,Cyprinidae,benthopelagic,37.0 SL,3.2,endemic,Malawi
Labeobarbus nthuwa,,Cyprinidae,benthopelagic,23.6 SL,3.2,endemic,Malawi
Engraulicypris sardella,Lake Malawi sardine,Danionidae,demersal,13.0 TL,2.9,endemic,Malawi
Opsaridium microcephalum,,Danionidae,demersal,34.0 TL,3.4,endemic,Malawi
Opsaridium microlepis,Lake salmon,Danionidae,demersal,47.0 TL,3.5,endemic,Malawi
Mastacembelus shiranus,Malawi spinyeel,Mastacembelidae,benthopelagic,26.0 TL,4,endemic,Malawi
Chiloglanis neumanni,Neumann's suckermouth,Mochokidae,benthopelagic,6.5 SL,2.8,native,Malawi
Synodontis njassae,Malawi squeaker,Mochokidae,benthopelagic,19.2 TL,3.1,native,Malawi
Cyphomyrus discorhynchus,Zambesi parrotfish,Mormyridae,demersal,31.0 SL,3.2,native,Malawi
Marcusenius livingstonii,,Mormyridae,demersal,30.0 SL,3.1,native,Malawi
Marcusenius macrolepidotus,Bulldog,Mormyridae,demersal,32.0 TL,3.2,native,Malawi
Marcusenius nyasensis,,Mormyridae,demersal,30.0 SL,3.1,native,Malawi
Mormyrops anguilloides,Cornish jack,Mormyridae,demersal,150.0 TL,3.8,native,Malawi
Mormyrus longirostris,Eastern bottlenose mormyrid,Mormyridae,demersal,75.0 SL,3.3,native,Malawi
Petrocephalus catostoma,Churchill,Mormyridae,demersal,15.0 FL,3.4,native,Malawi
Pollimyrus castelnaui,Dwarf stonebasher,Mormyridae,demersal,7.0 SL,3.2,native,Malawi
Nothobranchius wattersi,,Nothobranchiidae,pelagic,5.3 SL,3.2,native,Malawi
Lacustricola katangae,Striped topminnow,Procatopodidae,benthopelagic,5.0 TL,3.3,questionable,Malawi
Micropanchax johnstoni,Johnston's topminnow,Procatopodidae,benthopelagic,8.5 TL,3.2,native,Malawi
Protopterus annectens,West African lungfish,Protopteridae,demersal,100.0 TL,3.8,introduced,Malawi
Schilbe intermedius,Silver catfish,Schilbeidae,pelagic,50.0 SL,3.6,error,Malawi
