Genus,Species,Family,Habitat,Length (cm),measurement,Trophic Level,Status,Lake,Continent
Cyathopharynx,furcifer,Cichlidae,benthopelagic,21,TL,3.4,endemic,Tanganyika,Africa
Cyphotilapia,frontosa,Cichlidae,benthopelagic,33,TL,2.9,endemic,Tanganyika,Africa
Cyphotilapia,gibberosa,Cichlidae,benthopelagic,21,SL,3.5,endemic,Tanganyika,Africa
Cyprichromis,coloratus,Cichlidae,pelagic,10.3,SL,3.5,endemic,Tanganyika,Africa
Cyprichromis,leptosoma,Cichlidae,benthopelagic,11,TL,3.5,endemic,Tanganyika,Africa
Cyprichromis,microlepidotus,Cichlidae,benthopelagic,11,TL,3.5,endemic,Tanganyika,Africa
Cyprichromis,pavo,Cichlidae,demersal,10,SL,3.5,endemic,Tanganyika,Africa
Cyprichromis,zonatus,Cichlidae,demersal,8.6,SL,3.5,endemic,Tanganyika,Africa
Ectodus,descampsii,Cichlidae,benthopelagic,10.4,TL,2.5,endemic,Tanganyika,Africa
Eretmodus,cyanostictus,Cichlidae,benthopelagic,9,TL,2.1,endemic,Tanganyika,Africa
Eretmodus,marksmithi,Cichlidae,pelagic,4.7,SL,3.2,endemic,Tanganyika,Africa
Gnathochromis,permaxillaris,Cichlidae,benthopelagic,15,TL,3.4,endemic,Tanganyika,Africa
Grammatotria,lemairii,Cichlidae,benthopelagic,26,TL,2.7,native,Tanganyika,Africa
Greenwoodochromis,abeelei,Cichlidae,demersal,23.5,TL,3.5,endemic,Tanganyika,Africa
Greenwoodochromis,christyi,Cichlidae,benthopelagic,15,TL,3.4,endemic,Tanganyika,Africa
Greenwoodochromis,staneri,Cichlidae,demersal,19,TL,3.4,endemic,Tanganyika,Africa
Haplotaxodon,microlepis,Cichlidae,pelagic,26,TL,3.4,endemic,Tanganyika,Africa
Hemibates,koningsi,Cichlidae,pelagic,21.7,SL,3.5,endemic,Tanganyika,Africa
Hemibates,stenosoma,Cichlidae,pelagic,30,TL,4.1,endemic,Tanganyika,Africa
Interochromis,loocki,Cichlidae,demersal,10.5,TL,2,endemic,Tanganyika,Africa
Jabarichromis,pfefferi,Cichlidae,benthopelagic,14,TL,3.6,native,Tanganyika,Africa
Julidochromis,dickfeldi,Cichlidae,benthopelagic,11,TL,3.5,endemic,Tanganyika,Africa
Julidochromis,marksmithi,Cichlidae,pelagic,6.3,SL,3.4,endemic,Tanganyika,Africa
Julidochromis,marlieri,Cichlidae,demersal,13,TL,2.5,endemic,Tanganyika,Africa
Julidochromis,ornatus,Cichlidae,benthopelagic,8.5,TL,3.5,endemic,Tanganyika,Africa
Julidochromis,regani,Cichlidae,benthopelagic,13,TL,3.6,endemic,Tanganyika,Africa
Julidochromis,transcriptus,Cichlidae,benthopelagic,7,TL,3.5,endemic,Tanganyika,Africa
Lamprologus,callipterus,Cichlidae,benthopelagic,12.4,TL,3.5,endemic,Tanganyika,Africa
Lamprologus,finalimus,Cichlidae,benthopelagic,4.5,TL,3.4,endemic,Tanganyika,Africa
Lamprologus,kungweensis,Cichlidae,benthopelagic,8,TL,3.7,endemic,Tanganyika,Africa
Lamprologus,laparogramma,Cichlidae,benthopelagic,4,SL,3.5,endemic,Tanganyika,Africa
Lamprologus,lemairii,Cichlidae,benthopelagic,25,TL,4.5,endemic,Tanganyika,Africa
Lamprologus,meleagris,Cichlidae,benthopelagic,7,TL,3.6,endemic,Tanganyika,Africa
Lamprologus,ocellatus,Cichlidae,benthopelagic,5.8,TL,3.5,endemic,Tanganyika,Africa
Lamprologus,ornatipinnis,Cichlidae,benthopelagic,7.8,TL,3.7,endemic,Tanganyika,Africa
Lamprologus,signatus,Cichlidae,bathydemersal,5.5,TL,3.6,endemic,Tanganyika,Africa
Lamprologus,speciosus,Cichlidae,benthopelagic,5,TL,3.5,endemic,Tanganyika,Africa
Lamprologus,stappersi,Cichlidae,benthopelagic,5.1,TL,3.5,endemic,Tanganyika,Africa
Lepidiolamprologus,attenuatus,Cichlidae,benthopelagic,15,TL,4.1,endemic,Tanganyika,Africa
Lepidiolamprologus,boulengeri,Cichlidae,benthopelagic,6.2,TL,3.5,endemic,Tanganyika,Africa
Lepidiolamprologus,elongatus,Cichlidae,benthopelagic,32.5,TL,4.2,endemic,Tanganyika,Africa
Lepidiolamprologus,hecqui,Cichlidae,benthopelagic,8,TL,3.7,endemic,Tanganyika,Africa
Lepidiolamprologus,kamambae,Cichlidae,pelagic,13.7,SL,4,endemic,Tanganyika,Africa
Lepidiolamprologus,kendalli,Cichlidae,benthopelagic,16,TL,4.2,endemic,Tanganyika,Africa
Lepidiolamprologus,meeli,Cichlidae,benthopelagic,7,TL,3.6,endemic,Tanganyika,Africa
Lepidiolamprologus,mimicus,Cichlidae,benthopelagic,16,SL,4.1,endemic,Tanganyika,Africa
Lepidiolamprologus,profundicola,Cichlidae,benthopelagic,30.5,TL,4.2,endemic,Tanganyika,Africa
Lepidiolamprologus,variostigma,Cichlidae,benthopelagic,7.3,SL,3.7,endemic,Tanganyika,Africa
Lestradea,perspicax,Cichlidae,benthopelagic,13.8,TL,3.3,endemic,Tanganyika,Africa
Lestradea,stappersii,Cichlidae,benthopelagic,11.7,TL,3.5,endemic,Tanganyika,Africa
Limnochromis,auritus,Cichlidae,demersal,13,TL,3.3,endemic,Tanganyika,Africa
Limnotilapia,dardennii,Cichlidae,demersal,26,TL,3.2,endemic,Tanganyika,Africa
Lobochilotes,labiata,Cichlidae,benthopelagic,36.8,TL,3.3,endemic,Tanganyika,Africa
Lufubuchromis,relictus,Cichlidae,benthopelagic,9.3,SL,3.3,endemic,Tanganyika,Africa
Neolamprologus,bifasciatus,Cichlidae,benthopelagic,10,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,brevis,Cichlidae,benthopelagic,5.5,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,brichardi,Cichlidae,benthopelagic,9,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,buescheri,Cichlidae,benthopelagic,8,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,cancellatus,Cichlidae,pelagic,5.7,SL,3.4,endemic,Tanganyika,Africa
Neolamprologus,caudopunctatus,Cichlidae,benthopelagic,6.5,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,chitamwebwai,Cichlidae,benthopelagic,7.3,SL,3.5,endemic,Tanganyika,Africa
Neolamprologus,christyi,Cichlidae,benthopelagic,15,TL,3.3,endemic,Tanganyika,Africa
Neolamprologus,crassus,Cichlidae,benthopelagic,7,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,cunningtoni,Cichlidae,benthopelagic,29.1,TL,4.2,endemic,Tanganyika,Africa
Neolamprologus,cylindricus,Cichlidae,benthopelagic,10.4,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,falcicula,Cichlidae,benthopelagic,8.1,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,fasciatus,Cichlidae,benthopelagic,15,TL,3.8,endemic,Tanganyika,Africa
Neolamprologus,furcifer,Cichlidae,benthopelagic,15,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,gracilis,Cichlidae,benthopelagic,9,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,helianthus,Cichlidae,benthopelagic,5.7,SL,3.4,endemic,Tanganyika,Africa
Neolamprologus,leleupi,Cichlidae,benthopelagic,10,TL,3.6,endemic,Tanganyika,Africa
Neolamprologus,leloupi,Cichlidae,benthopelagic,6.1,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,longicaudatus,Cichlidae,benthopelagic,8.6,SL,3.5,endemic,Tanganyika,Africa
Neolamprologus,marunguensis,Cichlidae,benthopelagic,6.7,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,modestus,Cichlidae,benthopelagic,12,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,mondabu,Cichlidae,benthopelagic,10.7,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,multifasciatus,Cichlidae,benthopelagic,4,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,mustax,Cichlidae,benthopelagic,9,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,niger,Cichlidae,benthopelagic,9,TL,3.6,endemic,Tanganyika,Africa
Neolamprologus,nigriventris,Cichlidae,benthopelagic,10.3,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,obscurus,Cichlidae,benthopelagic,8.2,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,olivaceous,Cichlidae,benthopelagic,6,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,pectoralis,Cichlidae,benthopelagic,14,TL,3.7,endemic,Tanganyika,Africa
Neolamprologus,petricola,Cichlidae,benthopelagic,14,TL,3.2,endemic,Tanganyika,Africa
Neolamprologus,pleuromaculatus,Cichlidae,benthopelagic,12,TL,3.6,native,Tanganyika,Africa
Neolamprologus,prochilus,Cichlidae,benthopelagic,17,TL,3.7,endemic,Tanganyika,Africa
Neolamprologus,pulcher,Cichlidae,benthopelagic,7.2,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,savoryi,Cichlidae,benthopelagic,8,TL,4.2,endemic,Tanganyika,Africa
Neolamprologus,schreyeni,Cichlidae,benthopelagic,5,TL,3.3,endemic,Tanganyika,Africa
Neolamprologus,sexfasciatus,Cichlidae,benthopelagic,15,TL,3.7,endemic,Tanganyika,Africa
Neolamprologus,similis,Cichlidae,benthopelagic,5,TL,3.3,endemic,Tanganyika,Africa
Neolamprologus,splendens,Cichlidae,benthopelagic,8,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,tetracanthus,Cichlidae,benthopelagic,20,TL,3.8,endemic,Tanganyika,Africa
Neolamprologus,timidus,Cichlidae,benthopelagic,10,SL,3.6,endemic,Tanganyika,Africa
Neolamprologus,toae,Cichlidae,benthopelagic,12,TL,3.8,endemic,Tanganyika,Africa
Neolamprologus,tretocephalus,Cichlidae,benthopelagic,15,TL,3.4,endemic,Tanganyika,Africa
Neolamprologus,ventralis,Cichlidae,benthopelagic,8,TL,3.5,endemic,Tanganyika,Africa
Neolamprologus,walteri,Cichlidae,benthopelagic,5.7,SL,3.4,endemic,Tanganyika,Africa
Neolamprologus,wauthioni,Cichlidae,benthopelagic,5.5,TL,3.4,endemic,Tanganyika,Africa
Ophthalmotilapia,boops,Cichlidae,demersal,15,TL,3.4,native,Tanganyika,Africa
Ophthalmotilapia,heterodonta,Cichlidae,demersal,14.4,TL,2.3,native,Tanganyika,Africa
Ophthalmotilapia,nasuta,Cichlidae,benthopelagic,20,TL,2.1,native,Tanganyika,Africa
Ophthalmotilapia,ventralis,Cichlidae,benthopelagic,15,TL,2.2,native,Tanganyika,Africa
Oreochromis,leucostictus,Cichlidae,benthopelagic,36.3,SL,2.3,introduced,Tanganyika,Africa
Oreochromis,malagarasi,Cichlidae,benthopelagic,27,TL,2.3,native,Tanganyika,Africa
Oreochromis,niloticus,Cichlidae,benthopelagic,60,SL,2,native,Tanganyika,Africa
Oreochromis,tanganicae,Cichlidae,benthopelagic,42,TL,2,endemic,Tanganyika,Africa
Oreochromis,upembae,Cichlidae,benthopelagic,21,SL,2.5,native,Tanganyika,Africa
Orthochromis,indermauri,Cichlidae,benthopelagic,6.9,SL,2.1,endemic,Tanganyika,Africa
Orthochromis,luichensis,Cichlidae,benthopelagic,9.1,SL,2,endemic,Tanganyika,Africa
Orthochromis,rugufuensis,Cichlidae,benthopelagic,5.7,SL,2.2,endemic,Tanganyika,Africa
Paracyprichromis,brieni,Cichlidae,pelagic,11,TL,3.4,native,Tanganyika,Africa
Paracyprichromis,nigripinnis,Cichlidae,benthopelagic,11,TL,3.4,native,Tanganyika,Africa
Perissodus,eccentricus,Cichlidae,pelagic,16.4,SL,4.4,endemic,Tanganyika,Africa
Perissodus,microlepis,Cichlidae,demersal,11,TL,4.2,endemic,Tanganyika,Africa
Perissodus,paradoxus,Cichlidae,demersal,30,TL,4.4,endemic,Tanganyika,Africa
Petrochromis,ephippium,Cichlidae,demersal,18,TL,2,endemic,Tanganyika,Africa
Petrochromis,famula,Cichlidae,benthopelagic,15.1,TL,2,endemic,Tanganyika,Africa
Petrochromis,fasciolatus,Cichlidae,benthopelagic,15,TL,2,endemic,Tanganyika,Africa
Petrochromis,horii,Cichlidae,benthopelagic,13.8,SL,2,endemic,Tanganyika,Africa
Petrochromis,macrognathus,Cichlidae,demersal,17.2,SL,2,endemic,Tanganyika,Africa
Petrochromis,orthognathus,Cichlidae,benthopelagic,16.5,TL,2,endemic,Tanganyika,Africa
Petrochromis,polyodon,Cichlidae,benthopelagic,21,TL,2,endemic,Tanganyika,Africa
Petrochromis,trewavasae,Cichlidae,benthopelagic,18,TL,2,endemic,Tanganyika,Africa
Plecodus,elaviae,Cichlidae,demersal,32,TL,4.4,endemic,Tanganyika,Africa
Plecodus,multidentatus,Cichlidae,demersal,12,TL,4.4,endemic,Tanganyika,Africa
Plecodus,straeleni,Cichlidae,demersal,16,TL,4.3,endemic,Tanganyika,Africa
Pseudosimochromis,babaulti,Cichlidae,benthopelagic,12,TL,2,endemic,Tanganyika,Africa
Pseudosimochromis,curvifrons,Cichlidae,benthopelagic,14,TL,2,endemic,Tanganyika,Africa
Pseudosimochromis,margaretae,Cichlidae,demersal,8.2,SL,2,endemic,Tanganyika,Africa
Pseudosimochromis,marginatus,Cichlidae,benthopelagic,10,TL,2,endemic,Tanganyika,Africa
Reganochromis,calliurus,Cichlidae,benthopelagic,15,TL,3.6,endemic,Tanganyika,Africa
Shuja,horei,Cichlidae,benthopelagic,20,SL,3.5,native,Tanganyika,Africa
Simochromis,diagramma,Cichlidae,benthopelagic,19.5,TL,2,endemic,Tanganyika,Africa
Spathodus,erythrodon,Cichlidae,demersal,8.5,TL,3.4,endemic,Tanganyika,Africa
